title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Data on Publications in PLOS Water Journal,Provides access to publishing trends from PLOS Water Journal,01.08.2025,NA,"plos, water, research",CC BY 4.0,https://ethrat.ch/en/eth-domain/open-research-data/,Worldwide,NA,NA,NA,NA,NA,01.01.2021,01.01.2025
